name,note,Alias,Source,PlateLayout,Ignore,Parent1,Parent2,Group,rQTLgroup,Background,MAT,GenotypeFile,ho-,HYG+,G418+,leu-,lys-,met-,ura-
AESW12fc324,"Mat a, LYS+ segregant 324; ; Mating test=X",FW324; Mat_a_24; ERS024893; ERR038912; 6178_8#24,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc325,"Mat a, LYS+ segregant 325; ; Mating test=X",FW325; Mat_a_25; ERS025006; ERR038913; 6178_8#25,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc326,"Mat a, LYS+ segregant 326; ; Mating test=X",FW326; Mat_a_26; ERS024895; ERR038914; 6178_8#26,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc327,"Mat a, LYS+ segregant 327; ; Mating test=X",FW327; Mat_a_27; ERS024896; ERR038915; 6178_8#27,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc328,"Mat a, LYS+ segregant 328; ; Mating test=X",FW328; Mat_a_28; ERS025055; ERR038916; 6178_8#28,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc329,"Mat a, LYS+ segregant 329; ; Mating test=X",FW329; Mat_a_29; ERS024898; ERR038917; 6178_8#29,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc330,"Poor genotyping coverage; Mat a, LYS+ segregant 330; chr1 aneuploidy; Mating test=X",FW330; Mat_a_30; ERS024899; ERR038918; 6178_8#30,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc331,"Mat a, LYS+ segregant 331; ; Mating test=X",FW331; Mat_a_31; ERS025008; ERR038919; 6178_8#31,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc332,"Mat a, LYS+ segregant 332; ; Mating test=X",FW332; Mat_a_32; ERS024901; ERR038920; 6178_8#32,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc333,"Mat a, LYS+ segregant 333; ; Mating test=X",FW333; Mat_a_33; ERS024902; ERR038921; 6178_8#33,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc334,"Mat a, LYS+ segregant 334; ; Mating test=X",FW334; Mat_a_34; ERS025009; ERR038922; 6178_8#34,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc335,"Mat a, LYS+ segregant 335; ; Mating test=X",FW335; Mat_a_35; ERS024904; ERR038923; 6178_8#35,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc336,"Mat a, LYS+ segregant 336; ; Mating test=X",FW336; Mat_a_36; ERS024905; ERR038924; 6178_8#36,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc337,"Mat a, LYS+ segregant 337; chr1 aneuploidy; Mating test=X",FW337; Mat_a_37; ERS025044; ERR038925; 6178_8#37,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc338,"Mat a, LYS+ segregant 338; ; Mating test=X",FW338; Mat_a_38; ERS024907; ERR038926; 6178_8#38,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc339,"Mat a, LYS+ segregant 339; ; Mating test=X",FW339; Mat_a_39; ERS024908; ERR038927; 6178_8#39,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc340,"Mat a, LYS+ segregant 340; ; Mating test=X",FW340; Mat_a_40; ERS025011; ERR038928; 6178_8#40,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc341,"Mat a, LYS+ segregant 341; ; Mating test=X",FW341; Mat_a_41; ERS024910; ERR038929; 6178_8#41,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc342,"Mat a, LYS+ segregant 342; ; Mating test=X",FW342; Mat_a_42; ERS024911; ERR038930; 6178_8#42,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc343,"Aneuploidy; Mat a, LYS+ segregant 343; contamination? (low); Mating test=X",FW343; Mat_a_43; ERS025012; ERR038931; 6178_8#43,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc344,"Mat a, LYS+ segregant 344; ; Mating test=X",FW344; Mat_a_44; ERS024913; ERR038932; 6178_8#44,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc345,"Aneuploidy; Mat a, LYS+ segregant 345; contamination? (low); Mating test=X",FW345; Mat_a_45; ERS024914; ERR038933; 6178_8#45,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc346,"Poor genotyping coverage; Mat a, LYS+ segregant 346; contamination, chr1 aneuploidy; Mating test=X",FW346; Mat_a_46; ERS025045; ERR038934; 6178_8#46,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc347,"Poor genotyping coverage; Mat a, LYS+ segregant 347; chr1 aneuploidy; Mating test=X",FW347; Mat_a_47; ERS024916; ERR038935; 6178_8#47,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc348,"Poor genotyping coverage; Mat a, LYS+ segregant 348; contamination (triploid?); Mating test=X",FW348; Mat_a_48; ERS024917; ERR038936; 6178_8#48,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc349,"Mat a, LYS+ segregant 349; ; Mating test=X",FW349; Mat_a_49; ERS025014; ERR038937; 6178_8#49,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc350,"Mat a, LYS+ segregant 350; ; Mating test=X",FW350; Mat_a_50; ERS024919; ERR038938; 6178_8#50,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc351,"Mat a, LYS+ segregant 351; ; Mating test=A",FW351; Mat_a_51; ERS024920; ERR038939; 6178_8#51,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc352,"Mat a, LYS+ segregant 352; ; Mating test=A",FW352; Mat_a_52; ERS025015; ERR038940; 6178_8#52,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc353,"Mat a, LYS+ segregant 353; ; Mating test=A",FW353; Mat_a_53; ERS024922; ERR038941; 6178_8#53,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc354,"Mat a, LYS+ segregant 354; ; Mating test=A",FW354; Mat_a_54; ERS024923; ERR038942; 6178_8#54,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc355,"Mat a, LYS+ segregant 355; ; Mating test=A",FW355; Mat_a_55; ERS025056; ERR038943; 6178_8#55,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc356,"Mat a, LYS+ segregant 356; ; Mating test=X",FW356; Mat_a_56; ERS024925; ERR038944; 6178_8#56,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc357,"Poor genotyping coverage; Mat a, LYS+ segregant 357; contamination; Mating test=A",FW357; Mat_a_57; ERS024926; ERR038945; 6178_8#57,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc358,"Aneuploidy; Mat a, LYS+ segregant 358; contamination? (low); Mating test=X",FW358; Mat_a_58; ERS025017; ERR038946; 6178_8#58,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc359,"Mat a, LYS+ segregant 359; ; Mating test=A",FW359; Mat_a_59; ERS024928; ERR038947; 6178_8#59,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc360,"Mat a, LYS+ segregant 360; ; Mating test=A",FW360; Mat_a_60; ERS024929; ERR038948; 6178_8#60,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc361,"Mat a, LYS+ segregant 361; ; Mating test=A",FW361; Mat_a_61; ERS025018; ERR038949; 6178_8#61,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc362,"Poor genotyping coverage; Mat a, LYS+ segregant 362; chr1 aneuploidy; Mating test=A",FW362; Mat_a_62; ERS024931; ERR038950; 6178_8#62,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc363,"Mat a, LYS+ segregant 363; ; Mating test=A",FW363; Mat_a_63; ERS024932; ERR038951; 6178_8#63,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc364,"Mat a, LYS+ segregant 364; ; Mating test=A",FW364; Mat_a_64; ERS025047; ERR038952; 6178_8#64,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc365,"Mat a, LYS+ segregant 365; ; Mating test=A",FW365; Mat_a_65; ERS024934; ERR038953; 6178_8#65,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc366,"Mat a, LYS+ segregant 366; ; Mating test=A",FW366; Mat_a_66; ERS024935; ERR038954; 6178_8#66,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc367,"Mat a, LYS+ segregant 367; ; Mating test=A",FW367; Mat_a_67; ERS025020; ERR038955; 6178_8#67,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc368,"Mat a, LYS+ segregant 368; ; Mating test=A",FW368; Mat_a_68; ERS024937; ERR038956; 6178_8#68,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc369,"Mat a, LYS+ segregant 369; ; Mating test=A",FW369; Mat_a_69; ERS024938; ERR038957; 6178_8#69,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc370,"Mat a, LYS+ segregant 370; ; Mating test=A",FW370; Mat_a_70; ERS025021; ERR038958; 6178_8#70,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc371,"Mat a, LYS+ segregant 371; ; Mating test=A",FW371; Mat_a_71; ERS024940; ERR038959; 6178_8#71,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc372,"Mat a, LYS+ segregant 372; ; Mating test=A",FW372; Mat_a_72; ERS024941; ERR038960; 6178_8#72,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc373,"Poor genotyping coverage; Mat a, LYS+ segregant 373; contamination; Mating test=A",FW373; Mat_a_73; ERS025048; ERR038961; 6178_8#73,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc374,"Mat a, LYS+ segregant 374; ; Mating test=A",FW374; Mat_a_74; ERS024943; ERR038962; 6178_8#74,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc375,"Mat a, LYS+ segregant 375; ; Mating test=A",FW375; Mat_a_75; ERS024944; ERR038963; 6178_8#75,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc376,"Mat a, LYS+ segregant 376; ; Mating test=A",FW376; Mat_a_76; ERS025023; ERR038964; 6178_8#76,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc377,"Mat a, LYS+ segregant 377; ; Mating test=A",FW377; Mat_a_77; ERS024946; ERR038965; 6178_8#77,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc378,"Poor genotyping coverage; Mat a, LYS+ segregant 378; chr1 aneuploidy; Mating test=A",FW378; Mat_a_78; ERS024947; ERR038966; 6178_8#78,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc379,"Mat a, LYS+ segregant 379; ; Mating test=A",FW379; Mat_a_79; ERS025024; ERR038967; 6178_8#79,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc380,"Poor genotyping coverage; Mat a, LYS+ segregant 380; chr1 aneuploidy; Mating test=A",FW380; Mat_a_80; ERS024949; ERR038968; 6178_8#80,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc381,"Mat a, LYS+ segregant 381; ; Mating test=A",FW381; Mat_a_81; ERS024950; ERR038969; 6178_8#81,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc382,"Mat a, LYS+ segregant 382; ; Mating test=A",FW382; Mat_a_82; ERS025060; ERR038970; 6178_8#82,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc383,"Mat a, LYS+ segregant 383; ; Mating test=A",FW383; Mat_a_83; ERS024952; ERR038971; 6178_8#83,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc384,"Mat a, LYS+ segregant 384; ; Mating test=A",FW384; Mat_a_84; ERS024953; ERR038972; 6178_8#84,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc385,"Mat a, LYS+ segregant 385; ; Mating test=A",FW385; Mat_a_85; ERS025026; ERR038973; 6178_8#85,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc386,"Mat a, LYS+ segregant 386; ; Mating test=A",FW386; Mat_a_86; ERS024955; ERR038974; 6178_8#86,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc387,"Mat a, LYS+ segregant 387; ; Mating test=A",FW387; Mat_a_87; ERS024956; ERR038975; 6178_8#87,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc388,"Mat a, LYS+ segregant 388; ; Mating test=A",FW388; Mat_a_88; ERS025027; ERR038976; 6178_8#88,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc389,"Mat a, LYS+ segregant 389; ; Mating test=A",FW389; Mat_a_89; ERS024958; ERR038977; 6178_8#89,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc390,"Mat a, LYS+ segregant 390; ; Mating test=A",FW390; Mat_a_90; ERS024959; ERR038978; 6178_8#90,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc391,"Mat a, LYS+ segregant 391; ; Mating test=A",FW391; Mat_a_91; ERS025050; ERR038979; 6178_8#91,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc392,"Mat a, LYS+ segregant 392; ; Mating test=A",FW392; Mat_a_92; ERS024961; ERR038980; 6178_8#92,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc393,"Mat a, LYS+ segregant 393; ; Mating test=A",FW393; Mat_a_93; ERS024962; ERR038981; 6178_8#93,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc394,"Mat a, LYS+ segregant 394; ; Mating test=A",FW394; Mat_a_94; ERS025029; ERR038982; 6178_8#94,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc395,"Poor genotyping coverage; Mat a, LYS+ segregant 395; contamination; Mating test=A",FW395; Mat_a_95; ERS024964; ERR038983; 6178_8#95,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc396,"Poor genotyping coverage; Mat a, LYS+ segregant 396; contamination? (low); Mating test=A",FW396; Mat_a_96; ERS024965; ERR038984; 6178_8#96,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc201,"Mat alpha, URA+ segregant 201; ; Mating test=X",FW201; Mat_alpha_1; ERS024966; ERR038793; 6178_5#1,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc202,"Mat alpha, URA+ segregant 202; ; Mating test=X",FW202; Mat_alpha_2; ERS024775; ERR038794; 6178_5#2,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc203,"Mat alpha, URA+ segregant 203; ; Mating test=X",FW203; Mat_alpha_3; ERS024776; ERR038795; 6178_5#3,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc204,"Mat alpha, URA+ segregant 204; ; Mating test=X",FW204; Mat_alpha_4; ERS024967; ERR038796; 6178_5#4,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc205,"Mat alpha, URA+ segregant 205; ; Mating test=X",FW205; Mat_alpha_5; ERS024778; ERR038797; 6178_5#5,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc206,"Mat alpha, URA+ segregant 206; ; Mating test=X",FW206; Mat_alpha_6; ERS024779; ERR038798; 6178_5#6,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc207,"Mat alpha, URA+ segregant 207; ; Mating test=A",FW207; Mat_alpha_7; ERS025030; ERR038799; 6178_5#7,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc208,"Mat alpha, URA+ segregant 208; ; Mating test=A",FW208; Mat_alpha_8; ERS024781; ERR038800; 6178_5#8,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc209,"Mat alpha, URA+ segregant 209; ; Mating test=A",FW209; Mat_alpha_9; ERS024782; ERR038801; 6178_5#9,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc210,"Mat alpha, URA+ segregant 210; ; Mating test=A",FW210; Mat_alpha_10; ERS024969; ERR038802; 6178_5#10,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc211,"Mat alpha, URA+ segregant 211; ; Mating test=A",FW211; Mat_alpha_11; ERS024784; ERR038803; 6178_5#11,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc212,"Mat alpha, URA+ segregant 212; ; Mating test=A",FW212; Mat_alpha_12; ERS024785; ERR038804; 6178_5#12,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc213,"Mat alpha, URA+ segregant 213; ; Mating test=A",FW213; Mat_alpha_13; ERS024970; ERR038805; 6178_5#13,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc214,"Mat alpha, URA+ segregant 214; ; Mating test=A",FW214; Mat_alpha_14; ERS024787; ERR038806; 6178_5#14,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc215,"Mat alpha, URA+ segregant 215; ; Mating test=A",FW215; Mat_alpha_15; ERS024788; ERR038807; 6178_5#15,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc216,"Bacterial contamination; Mat alpha, URA+ segregant 216; ; Mating test=A",FW216; Mat_alpha_16; ERS025058; ERR038808; 6178_5#16,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc217,"Mat alpha, URA+ segregant 217; ; Mating test=A",FW217; Mat_alpha_17; ERS024790; ERR038809; 6178_5#17,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc218,"Mat alpha, URA+ segregant 218; ; Mating test=A",FW218; Mat_alpha_18; ERS024791; ERR038810; 6178_5#18,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc219,"Mat alpha, URA+ segregant 219; ; Mating test=A",FW219; Mat_alpha_19; ERS024972; ERR038811; 6178_5#19,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc220,"Mat alpha, URA+ segregant 220; ; Mating test=X",FW220; Mat_alpha_20; ERS024793; ERR038812; 6178_5#20,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc221,"Mat alpha, URA+ segregant 221; ; Mating test=X",FW221; Mat_alpha_21; ERS024794; ERR038813; 6178_5#21,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc222,"Mat alpha, URA+ segregant 222; ; Mating test=X",FW222; Mat_alpha_22; ERS024973; ERR038814; 6178_5#22,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc223,"Poor genotyping coverage; Mat alpha, URA+ segregant 223; contamination; Mating test=X",FW223; Mat_alpha_23; ERS024796; ERR038815; 6178_5#23,,AESW12fc 384b,TRUE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,0,,0
AESW12fc224,"Poor genotyping coverage; Mat alpha, URA+ segregant 224; diploid; Mating test=X",FW224; Mat_alpha_24; ERS024797; ERR038816; 6178_5#24,,AESW12fc 384b,TRUE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,0,,0
AESW12fc225,"Mat alpha, URA+ segregant 225; ; Mating test=X",FW225; Mat_alpha_25; ERS025032; ERR038817; 6178_5#25,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc226,"Mat alpha, URA+ segregant 226; ; Mating test=X",FW226; Mat_alpha_26; ERS024799; ERR038818; 6178_5#26,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc227,"Poor genotyping coverage; Mat alpha, URA+ segregant 227; diploid; Mating test=X",FW227; Mat_alpha_27; ERS024800; ERR038819; 6178_5#27,,AESW12fc 384b,TRUE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc228,"Mat alpha, URA+ segregant 228; ; Mating test=X",FW228; Mat_alpha_28; ERS024975; ERR038820; 6178_5#28,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc229,"Mat alpha, URA+ segregant 229; ; Mating test=X",FW229; Mat_alpha_29; ERS024802; ERR038821; 6178_5#29,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc230,"Mat alpha, URA+ segregant 230; ; Mating test=X",FW230; Mat_alpha_30; ERS024803; ERR038822; 6178_5#30,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc231,"Mat alpha, URA+ segregant 231; ; Mating test=X",FW231; Mat_alpha_31; ERS024976; ERR038823; 6178_5#31,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc232,"Mat alpha, URA+ segregant 232; ; Mating test=X",FW232; Mat_alpha_32; ERS024805; ERR038824; 6178_5#32,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc233,"Mat alpha, URA+ segregant 233; ; Mating test=X",FW233; Mat_alpha_33; ERS024806; ERR038825; 6178_5#33,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc234,"Mat alpha, URA+ segregant 234; ; Mating test=X",FW234; Mat_alpha_34; ERS025033; ERR038826; 6178_5#34,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc235,"Mat alpha, URA+ segregant 235; ; Mating test=X",FW235; Mat_alpha_35; ERS024808; ERR038827; 6178_5#35,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc236,"Mat alpha, URA+ segregant 236; ; Mating test=X",FW236; Mat_alpha_36; ERS024809; ERR038828; 6178_5#36,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
AESW12fc237,"Mat alpha, URA+ segregant 237; ; Mating test=X",FW237; Mat_alpha_37; ERS024978; ERR038829; 6178_5#37,,AESW12fc 384b,FALSE,,,b,AESW12fc,AESW,b,AESW12fc genotypes.csv,,,,,1,,0
